mode,domain,threshold,coverage,accuracy,risk,n
BASE,pooled,0.3,0.0,0.0,1.0,0
BASE,pooled,0.32,0.0,0.0,1.0,0
BASE,pooled,0.34,0.0,0.0,1.0,0
BASE,pooled,0.36,0.0,0.0,1.0,0
BASE,pooled,0.38,0.0,0.0,1.0,0
BASE,pooled,0.4,0.0,0.0,1.0,0
BASE,pooled,0.42,0.0,0.0,1.0,0
BASE,pooled,0.44,0.0,0.0,1.0,0
BASE,pooled,0.46,0.0,0.0,1.0,0
BASE,pooled,0.48,0.0,0.0,1.0,0
BASE,pooled,0.5,0.0,0.0,1.0,0
BASE,pooled,0.52,0.0,0.0,1.0,0
BASE,pooled,0.54,0.0,0.0,1.0,0
BASE,pooled,0.56,0.0,0.0,1.0,0
BASE,pooled,0.58,0.0,0.0,1.0,0
BASE,pooled,0.6,0.0,0.0,1.0,0
BASE,pooled,0.62,0.0,0.0,1.0,0
BASE,pooled,0.64,0.0,0.0,1.0,0
BASE,pooled,0.66,0.0,0.0,1.0,0
BASE,pooled,0.68,0.0,0.0,1.0,0
BASE,pooled,0.7000000000000001,0.0,0.0,1.0,0
BASE,pooled,0.72,0.0,0.0,1.0,0
BASE,pooled,0.74,0.0,0.0,1.0,0
BASE,pooled,0.76,0.0,0.0,1.0,0
BASE,pooled,0.78,0.0,0.0,1.0,0
BASE,pooled,0.8,0.0,0.0,1.0,0
BASE,pooled,0.8200000000000001,0.0,0.0,1.0,0
BASE,pooled,0.84,0.0,0.0,1.0,0
BASE,pooled,0.86,0.0,0.0,1.0,0
BASE,pooled,0.88,0.0,0.0,1.0,0
BASE,pooled,0.9,0.0,0.0,1.0,0
BASE,pooled,0.92,0.0,0.0,1.0,0
BASE,pooled,0.9400000000000001,0.0,0.0,1.0,0
BASE,pooled,0.96,0.0,0.0,1.0,0
BASE,pooled,0.98,0.0,0.0,1.0,0
BASE,pooled,1.0,0.0,0.0,1.0,0
MEM,pooled,0.0,1.0,0.5001458151064451,0.49985418489355493,3429
MEM,pooled,0.02,1.0,0.5001458151064451,0.49985418489355493,3429
MEM,pooled,0.04,1.0,0.5001458151064451,0.49985418489355493,3429
MEM,pooled,0.06,1.0,0.5001458151064451,0.49985418489355493,3429
MEM,pooled,0.08,1.0,0.5001458151064451,0.49985418489355493,3429
MEM,pooled,0.1,1.0,0.5001458151064451,0.49985418489355493,3429
MEM,pooled,0.12,1.0,0.5001458151064451,0.49985418489355493,3429
MEM,pooled,0.14,1.0,0.5001458151064451,0.49985418489355493,3429
MEM,pooled,0.16,1.0,0.5001458151064451,0.49985418489355493,3429
MEM,pooled,0.18,1.0,0.5001458151064451,0.49985418489355493,3429
MEM,pooled,0.2,1.0,0.5001458151064451,0.49985418489355493,3429
MEM,pooled,0.22,1.0,0.5001458151064451,0.49985418489355493,3429
MEM,pooled,0.24,1.0,0.5001458151064451,0.49985418489355493,3429
MEM,pooled,0.26,1.0,0.5001458151064451,0.49985418489355493,3429
MEM,pooled,0.28,1.0,0.5001458151064451,0.49985418489355493,3429
MEM,pooled,0.3,1.0,0.5001458151064451,0.49985418489355493,3429
MEM,pooled,0.32,1.0,0.5001458151064451,0.49985418489355493,3429
MEM,pooled,0.34,1.0,0.5001458151064451,0.49985418489355493,3429
MEM,pooled,0.36,1.0,0.5001458151064451,0.49985418489355493,3429
MEM,pooled,0.38,1.0,0.5001458151064451,0.49985418489355493,3429
MEM,pooled,0.4,0.3123359580052493,0.9365079365079365,0.06349206349206349,1071
MEM,pooled,0.42,0.2989209682123068,0.9785365853658536,0.02146341463414636,1025
MEM,pooled,0.44,0.0,0.0,1.0,0
MEM,pooled,0.46,0.0,0.0,1.0,0
MEM,pooled,0.48,0.0,0.0,1.0,0
MEM,pooled,0.5,0.0,0.0,1.0,0
MEM,pooled,0.52,0.0,0.0,1.0,0
MEM,pooled,0.54,0.0,0.0,1.0,0
MEM,pooled,0.56,0.0,0.0,1.0,0
MEM,pooled,0.58,0.0,0.0,1.0,0
MEM,pooled,0.6,0.0,0.0,1.0,0
MEM,pooled,0.62,0.0,0.0,1.0,0
MEM,pooled,0.64,0.0,0.0,1.0,0
MEM,pooled,0.66,0.0,0.0,1.0,0
MEM,pooled,0.68,0.0,0.0,1.0,0
MEM,pooled,0.7000000000000001,0.0,0.0,1.0,0
MEM,pooled,0.72,0.0,0.0,1.0,0
MEM,pooled,0.74,0.0,0.0,1.0,0
MEM,pooled,0.76,0.0,0.0,1.0,0
MEM,pooled,0.78,0.0,0.0,1.0,0
MEM,pooled,0.8,0.0,0.0,1.0,0
MEM,pooled,0.8200000000000001,0.0,0.0,1.0,0
MEM,pooled,0.84,0.0,0.0,1.0,0
MEM,pooled,0.86,0.0,0.0,1.0,0
MEM,pooled,0.88,0.0,0.0,1.0,0
MEM,pooled,0.9,0.0,0.0,1.0,0
MEM,pooled,0.92,0.0,0.0,1.0,0
MEM,pooled,0.9400000000000001,0.0,0.0,1.0,0
MEM,pooled,0.96,0.0,0.0,1.0,0
MEM,pooled,0.98,0.0,0.0,1.0,0
MEM,pooled,1.0,0.0,0.0,1.0,0
MEMSYM,pooled,0.0,1.0,0.5777194517351998,0.4222805482648002,3429
MEMSYM,pooled,0.02,1.0,0.5777194517351998,0.4222805482648002,3429
MEMSYM,pooled,0.04,1.0,0.5777194517351998,0.4222805482648002,3429
MEMSYM,pooled,0.06,1.0,0.5777194517351998,0.4222805482648002,3429
MEMSYM,pooled,0.08,1.0,0.5777194517351998,0.4222805482648002,3429
MEMSYM,pooled,0.1,1.0,0.5777194517351998,0.4222805482648002,3429
MEMSYM,pooled,0.12,1.0,0.5777194517351998,0.4222805482648002,3429
MEMSYM,pooled,0.14,1.0,0.5777194517351998,0.4222805482648002,3429
MEMSYM,pooled,0.16,1.0,0.5777194517351998,0.4222805482648002,3429
MEMSYM,pooled,0.18,1.0,0.5777194517351998,0.4222805482648002,3429
MEMSYM,pooled,0.2,1.0,0.5777194517351998,0.4222805482648002,3429
MEMSYM,pooled,0.22,1.0,0.5777194517351998,0.4222805482648002,3429
MEMSYM,pooled,0.24,1.0,0.5777194517351998,0.4222805482648002,3429
MEMSYM,pooled,0.26,1.0,0.5777194517351998,0.4222805482648002,3429
MEMSYM,pooled,0.28,1.0,0.5777194517351998,0.4222805482648002,3429
MEMSYM,pooled,0.3,1.0,0.5777194517351998,0.4222805482648002,3429
MEMSYM,pooled,0.32,1.0,0.5777194517351998,0.4222805482648002,3429
MEMSYM,pooled,0.34,1.0,0.5777194517351998,0.4222805482648002,3429
MEMSYM,pooled,0.36,1.0,0.5777194517351998,0.4222805482648002,3429
MEMSYM,pooled,0.38,1.0,0.5777194517351998,0.4222805482648002,3429
MEMSYM,pooled,0.4,0.3785360163312919,0.9830508474576272,0.016949152542372836,1298
MEMSYM,pooled,0.42,0.3773694954797317,0.9860896445131375,0.01391035548686248,1294
MEMSYM,pooled,0.44,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.46,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.48,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.5,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.52,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.54,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.56,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.58,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.6,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.62,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.64,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.66,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.68,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.7000000000000001,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.72,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.74,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.76,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.78,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.8,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.8200000000000001,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.84,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.86,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.88,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.9,0.07961504811898512,1.0,0.0,273
MEMSYM,pooled,0.92,0.013414989792942549,1.0,0.0,46
MEMSYM,pooled,0.9400000000000001,0.0023330417031204435,1.0,0.0,8
MEMSYM,pooled,0.96,0.00029163021289005544,1.0,0.0,1
MEMSYM,pooled,0.98,0.0,0.0,1.0,0
MEMSYM,pooled,1.0,0.0,0.0,1.0,0
RAG_BASE,pooled,0.0,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.02,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.04,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.06,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.08,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.1,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.12,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.14,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.16,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.18,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.2,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.22,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.24,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.26,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.28,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.3,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.32,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.34,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.36,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.38,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.4,1.0,0.8973461650627005,0.10265383493729952,3429
RAG_BASE,pooled,0.42,0.0,0.0,1.0,0
RAG_BASE,pooled,0.44,0.0,0.0,1.0,0
RAG_BASE,pooled,0.46,0.0,0.0,1.0,0
RAG_BASE,pooled,0.48,0.0,0.0,1.0,0
RAG_BASE,pooled,0.5,0.0,0.0,1.0,0
RAG_BASE,pooled,0.52,0.0,0.0,1.0,0
RAG_BASE,pooled,0.54,0.0,0.0,1.0,0
RAG_BASE,pooled,0.56,0.0,0.0,1.0,0
RAG_BASE,pooled,0.58,0.0,0.0,1.0,0
RAG_BASE,pooled,0.6,0.0,0.0,1.0,0
RAG_BASE,pooled,0.62,0.0,0.0,1.0,0
RAG_BASE,pooled,0.64,0.0,0.0,1.0,0
RAG_BASE,pooled,0.66,0.0,0.0,1.0,0
RAG_BASE,pooled,0.68,0.0,0.0,1.0,0
RAG_BASE,pooled,0.7000000000000001,0.0,0.0,1.0,0
RAG_BASE,pooled,0.72,0.0,0.0,1.0,0
RAG_BASE,pooled,0.74,0.0,0.0,1.0,0
RAG_BASE,pooled,0.76,0.0,0.0,1.0,0
RAG_BASE,pooled,0.78,0.0,0.0,1.0,0
RAG_BASE,pooled,0.8,0.0,0.0,1.0,0
RAG_BASE,pooled,0.8200000000000001,0.0,0.0,1.0,0
RAG_BASE,pooled,0.84,0.0,0.0,1.0,0
RAG_BASE,pooled,0.86,0.0,0.0,1.0,0
RAG_BASE,pooled,0.88,0.0,0.0,1.0,0
RAG_BASE,pooled,0.9,0.0,0.0,1.0,0
RAG_BASE,pooled,0.92,0.0,0.0,1.0,0
RAG_BASE,pooled,0.9400000000000001,0.0,0.0,1.0,0
RAG_BASE,pooled,0.96,0.0,0.0,1.0,0
RAG_BASE,pooled,0.98,0.0,0.0,1.0,0
RAG_BASE,pooled,1.0,0.0,0.0,1.0,0
RL,pooled,0.0,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.02,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.04,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.06,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.08,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.1,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.12,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.14,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.16,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.18,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.2,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.22,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.24,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.26,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.28,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.3,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.32,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.34,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.36,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.38,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.4,1.0,0.8964712744240303,0.1035287255759697,3429
RL,pooled,0.42,0.9973753280839895,0.8961988304093568,0.10380116959064323,3420
RL,pooled,0.44,0.9918343540390785,0.8962069979417818,0.10379300205821818,3401
RL,pooled,0.46,0.9588801399825022,0.8947688564476886,0.10523114355231145,3288
RL,pooled,0.48,0.8745990084572762,0.8909636545515172,0.10903634544848284,2999
RL,pooled,0.5,0.8104403616214639,0.8830514573587621,0.11694854264123788,2779
RL,pooled,0.52,0.7594050743657043,0.8751920122887865,0.12480798771121349,2604
RL,pooled,0.54,0.7165354330708661,0.8681318681318682,0.13186813186813184,2457
RL,pooled,0.56,0.6739574219889181,0.860233665080052,0.13976633491994805,2311
RL,pooled,0.58,0.6345873432487605,0.8520220588235294,0.14797794117647056,2176
RL,pooled,0.6,0.6118401866433363,0.8465204957102002,0.15347950428979984,2098
RL,pooled,0.62,0.6007582385535142,0.8436893203883495,0.15631067961165046,2060
RL,pooled,0.64,0.5940507436570429,0.8419243986254296,0.15807560137457044,2037
RL,pooled,0.66,0.5931758530183727,0.8416912487708947,0.15830875122910526,2034
RL,pooled,0.68,0.5931758530183727,0.8416912487708947,0.15830875122910526,2034
RL,pooled,0.7000000000000001,0.5931758530183727,0.8416912487708947,0.15830875122910526,2034
RL,pooled,0.72,0.5931758530183727,0.8416912487708947,0.15830875122910526,2034
RL,pooled,0.74,0.5931758530183727,0.8416912487708947,0.15830875122910526,2034
RL,pooled,0.76,0.5931758530183727,0.8416912487708947,0.15830875122910526,2034
RL,pooled,0.78,0.5931758530183727,0.8416912487708947,0.15830875122910526,2034
RL,pooled,0.8,0.5931758530183727,0.8416912487708947,0.15830875122910526,2034
RL,pooled,0.8200000000000001,0.07961504811898512,0.014652014652014652,0.9853479853479854,273
RL,pooled,0.84,0.07961504811898512,0.014652014652014652,0.9853479853479854,273
RL,pooled,0.86,0.07961504811898512,0.014652014652014652,0.9853479853479854,273
RL,pooled,0.88,0.07961504811898512,0.014652014652014652,0.9853479853479854,273
RL,pooled,0.9,0.07961504811898512,0.014652014652014652,0.9853479853479854,273
RL,pooled,0.92,0.07961504811898512,0.014652014652014652,0.9853479853479854,273
RL,pooled,0.9400000000000001,0.07961504811898512,0.014652014652014652,0.9853479853479854,273
RL,pooled,0.96,0.0,0.0,1.0,0
RL,pooled,0.98,0.0,0.0,1.0,0
RL,pooled,1.0,0.0,0.0,1.0,0
ROUTER,pooled,0.0,1.0,0.08690580344123651,0.9130941965587634,3429
ROUTER,pooled,0.02,1.0,0.08690580344123651,0.9130941965587634,3429
ROUTER,pooled,0.04,1.0,0.08690580344123651,0.9130941965587634,3429
ROUTER,pooled,0.06,1.0,0.08690580344123651,0.9130941965587634,3429
ROUTER,pooled,0.08,1.0,0.08690580344123651,0.9130941965587634,3429
ROUTER,pooled,0.1,1.0,0.08690580344123651,0.9130941965587634,3429
ROUTER,pooled,0.12,1.0,0.08690580344123651,0.9130941965587634,3429
ROUTER,pooled,0.14,1.0,0.08690580344123651,0.9130941965587634,3429
ROUTER,pooled,0.16,1.0,0.08690580344123651,0.9130941965587634,3429
ROUTER,pooled,0.18,1.0,0.08690580344123651,0.9130941965587634,3429
ROUTER,pooled,0.2,1.0,0.08690580344123651,0.9130941965587634,3429
ROUTER,pooled,0.22,1.0,0.08690580344123651,0.9130941965587634,3429
ROUTER,pooled,0.24,1.0,0.08690580344123651,0.9130941965587634,3429
ROUTER,pooled,0.26,1.0,0.08690580344123651,0.9130941965587634,3429
ROUTER,pooled,0.28,1.0,0.08690580344123651,0.9130941965587634,3429
ROUTER,pooled,0.3,0.9921259842519685,0.08024691358024691,0.9197530864197531,3402
ROUTER,pooled,0.32,0.9921259842519685,0.08024691358024691,0.9197530864197531,3402
ROUTER,pooled,0.34,0.9921259842519685,0.08024691358024691,0.9197530864197531,3402
ROUTER,pooled,0.36,0.9921259842519685,0.08024691358024691,0.9197530864197531,3402
ROUTER,pooled,0.38,0.9921259842519685,0.08024691358024691,0.9197530864197531,3402
ROUTER,pooled,0.4,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.42,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.44,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.46,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.48,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.5,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.52,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.54,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.56,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.58,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.6,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.62,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.64,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.66,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.68,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.7000000000000001,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.72,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.74,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.76,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.78,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.8,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.8200000000000001,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.84,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.86,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.88,0.07961504811898512,1.0,0.0,273
ROUTER,pooled,0.9,0.0,0.0,1.0,0
ROUTER,pooled,0.92,0.0,0.0,1.0,0
ROUTER,pooled,0.9400000000000001,0.0,0.0,1.0,0
ROUTER,pooled,0.96,0.0,0.0,1.0,0
ROUTER,pooled,0.98,0.0,0.0,1.0,0
ROUTER,pooled,1.0,0.0,0.0,1.0,0
SYM_ONLY,pooled,0.0,1.0,0.09652960046660834,0.9034703995333917,3429
SYM_ONLY,pooled,0.02,1.0,0.09652960046660834,0.9034703995333917,3429
SYM_ONLY,pooled,0.04,1.0,0.09652960046660834,0.9034703995333917,3429
SYM_ONLY,pooled,0.06,1.0,0.09652960046660834,0.9034703995333917,3429
SYM_ONLY,pooled,0.08,1.0,0.09652960046660834,0.9034703995333917,3429
SYM_ONLY,pooled,0.1,1.0,0.09652960046660834,0.9034703995333917,3429
SYM_ONLY,pooled,0.12,1.0,0.09652960046660834,0.9034703995333917,3429
SYM_ONLY,pooled,0.14,1.0,0.09652960046660834,0.9034703995333917,3429
SYM_ONLY,pooled,0.16,1.0,0.09652960046660834,0.9034703995333917,3429
SYM_ONLY,pooled,0.18,1.0,0.09652960046660834,0.9034703995333917,3429
SYM_ONLY,pooled,0.2,1.0,0.09652960046660834,0.9034703995333917,3429
SYM_ONLY,pooled,0.22,1.0,0.09652960046660834,0.9034703995333917,3429
SYM_ONLY,pooled,0.24,1.0,0.09652960046660834,0.9034703995333917,3429
SYM_ONLY,pooled,0.26,1.0,0.09652960046660834,0.9034703995333917,3429
SYM_ONLY,pooled,0.28,1.0,0.09652960046660834,0.9034703995333917,3429
SYM_ONLY,pooled,0.3,1.0,0.09652960046660834,0.9034703995333917,3429
SYM_ONLY,pooled,0.32,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.34,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.36,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.38,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.4,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.42,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.44,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.46,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.48,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.5,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.52,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.54,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.56,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.58,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.6,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.62,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.64,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.66,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.68,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.7000000000000001,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.72,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.74,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.76,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.78,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.8,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.8200000000000001,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.84,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.86,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.88,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.9,0.07961504811898512,1.0,0.0,273
SYM_ONLY,pooled,0.92,0.0,0.0,1.0,0
SYM_ONLY,pooled,0.9400000000000001,0.0,0.0,1.0,0
SYM_ONLY,pooled,0.96,0.0,0.0,1.0,0
SYM_ONLY,pooled,0.98,0.0,0.0,1.0,0
SYM_ONLY,pooled,1.0,0.0,0.0,1.0,0
